Մակնիշ,Մոդել,Գին(դրամ),Տարի,Վազքը,Մոդիֆիկացիան,Թափքը,Փոխանցման տուփը,Ղեկը,Շարժիչը,Գույնը,Սրահի գույնը,Շարժիչի ծավալը,Ձիաուժը,Մխոցների քանակը,Քարշակը,Դռների քանակը,Անվահեծերը,Մոտոժամը,"Բեռնատարողությունը, կգ / տ",Տեղադրված է
Ford,Focus ,3024000,2016,79857  մղոն ,SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Mazda,6 ,4464000,2017,49062  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,6 ,4704000,2017,66008  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.12.2020
Mazda,6 ,4128000,2017,80473  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Nissan,Teana ,2112000,2004,165000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Սև,2.3,,,,,,,,16.12.2020
Opel,Astra ,1680000,2004,144000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.12.2020
Nissan,BlueBird ,2160000,2007,180000  կմ ,2.0,Սեդան,Վարիատոր,Ձախ,Գազ,Սպիտակ,Բեժ ,2.0,133,4,Առջևի,4,"15""",,,16.12.2020
Hyundai,Santa Fe ,3216000,2009,150000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.12.2020
Nissan,Teana ,1344000,2007,270000  կմ ,J31,Սեդան,Ավտոմատ,Աջ,Գազ,Սպիտակ,Բեժ ,2.3,173,6,Առջևի,4,"16""",,,16.12.2020
Mazda,6 ,4032000,2014,57224  մղոն ,TOURING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.12.2020
Mazda,3 ,4032000,2014,97013  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Mazda,6 ,3552000,2014,59789  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.12.2020
Mazda,CX9 ,4224000,2018,44705  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.5,,,,,,,,16.12.2020
Mazda,CX5 ,2280000,2016,52953  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,2.5,,,,,,,,16.12.2020
Mazda,CX3 ,4176000,2018,168434  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,2.0,,,,,,,,16.12.2020
Mazda,3 ,6576000,2019,22788  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Opel,Zafira ,2880000,2005,200000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,16.12.2020
Mazda,CX3 ,2784000,2016,20638  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,2.0,,,,,,,,16.12.2020
Mazda,3 ,7152000,2020,1584  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,3 ,6096000,2020,4567  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.12.2020
Kia,Sorento ,5280000,2012,160000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Մոխրագույն,,,,,,,,,,16.12.2020
Mazda,3 ,4512000,2018,23081  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.12.2020
Mazda,3 ,4416000,2017,64896  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Mazda,3 ,4464000,2018,54949  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,3 ,4176000,2018,70762  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,3 ,3936000,2017,62381  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Mazda,3 ,4176000,2017,26015  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.12.2020
Mazda,3 ,4128000,2017,32149  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,3 ,3840000,2017,93221  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.12.2020
Mazda,3 ,3504000,2014,101010  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,16.12.2020
Mazda,3 ,3840000,2016,63987  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Mazda,3 ,3696000,2016,31396  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.12.2020
Mazda,3 ,3552000,2014,40153  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,,,,,,,,,,16.12.2020
Mazda,3 ,3600000,2014,86432  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,16.12.2020
Mazda,3 ,3648000,2015,38200  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,,,,,,,,,,16.12.2020
Mazda,3 ,3792000,2016,76803  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.12.2020
Chevrolet,Equinox ,4416000,2019,7486  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,2.0,,,,,,,,16.12.2020
Toyota,Camry ,6240000,2015,85000  մղոն ,SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.12.2020
Chevrolet,Cruze ,816000,2018,46630  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,,1.4,,,,,,,,16.12.2020
Mazda,3 ,3600000,2014,35516  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,16.12.2020
Chevrolet,Equinox ,2112000,2017,93413  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,2.4,,,,,,,,16.12.2020
Mercedes-Benz,GLK 350 ,6720000,2010,84000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,3.5,272,6,Լիաքարշակ,,"17""",,,16.12.2020
Peugeot,206 ,1152000,1996,180000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կանաչ,,,,,,,,,,16.12.2020
Dodge,Caliber ,2160000,2008,172000  մղոն ,,Հետչբեք,Վարիատոր,Ձախ,Գազ,Բալագույն,,,,,,,,,,16.12.2020
Honda,Accord ,4656000,2011,101000  մղոն ,Acura TSX teck package,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.12.2020
Volkswagen,Routan ,3312000,2009,120  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մոխրագույն,3.8,197,6,Առջևի,5,"17""",,,16.12.2020
Opel,Astra ,648000,1992,217777  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Բալագույն,,,,,,,,,,16.12.2020
Hyundai,Elantra ,3600480,2011,77300  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,16.12.2020
Mercedes-Benz,G 63 AMG ,40320000,2015,45000  կմ ,6.3 AMG,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,6.3,544,,Լիաքարշակ,,"20""",,,16.12.2020
Toyota,Camry ,4464000,2012,131000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մոխրագույն,2.5,181,4,Առջևի,5,"17""",,,16.12.2020
Ford,Focus ,2736000,2013,160000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,16.12.2020
Mercedes-Benz,G 63 AMG ,13776000,2002,158000  կմ ,098—01—87—88,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.12.2020
Mazda,CX7 ,3600000,2010,127765  կմ ,2.5,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,2.5,168,,,4,,,,16.12.2020
Hyundai,Sonata ,Պայ,2016,50000  կմ ,2.5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,2.5,200,2,Լիաքարշակ,4,"16""",,,16.12.2020
Mercedes-Benz,E 350 ,Պայ,2010,120500  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.12.2020
Mercedes-Benz,Sprinter ,5760000,2001,270000  կմ ,2001 Mercedes-Benz Sprinter,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Դիզել,Արծաթագույն,,,,,,,,,,16.12.2020
Mercedes-Benz,Vito ,3120000,2002,150000  կմ ,2.3 benzin,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,16.12.2020
Mercedes-Benz,C 280 ,Պայ,2007,230000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Սև,3.0,231,6,Լիաքարշակ,4,"16""",,,16.12.2020
Ford,Mustang ,6480000,2012,96000  մղոն ,3.7 premium,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,3.7,305,,Ետևի,2,"17""",,,16.12.2020
Infiniti,G37 ,6000000,2013,180000  կմ ,G37X,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,16.12.2020
Mazda,Demio ,Պայ,2004,230000  կմ ,,Հետչբեք,Ավտոմատ,Աջ,Գազ,Կապույտ,,,,,,,,,,16.12.2020
Honda,Odyssey ,4800000,2012,109000  մղոն ,3.5,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
BMW,X5 ,3024000,2001,200000  կմ ,4*4,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Սև,4.4,286,8,Լիաքարշակ,4,"18""",,,15.12.2020
Mercedes-Benz,E 350 ,6720000,2011,140000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mitsubishi,Pajero Pinin (IO) ,2400000,2002,122000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,2.0,136,4,Լիաքարշակ,5,"16""",,,15.12.2020
VAZ(Lada),2114 ,1440000,2008,173000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Այլ գույն,,1.6,78,,,,,,,15.12.2020
Mercedes-Benz,E 350 ,3456000,2005,175000  մղոն ,VIN.WDBUF65J94A59829,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Opel,Astra ,1392000,1999,190000  կմ ,ASTRA G 1.8L,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,,,,,,,,,,15.12.2020
Jaguar,F-Pace ,18480000,2017,27000  մղոն ,F-sport,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.0,,,Լիաքարշակ,,,,,15.12.2020
Mercedes-Benz,S 420 ,5760000,1998,100000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,15.12.2020
Toyota,Camry ,5952000,2014,96000  կմ ,Camry 2.5 SE,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,15.12.2020
Opel,Astra ,2208000,2008,142000  կմ ,Saturn Astra,Կուպե,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Սև,1.8,138,4,Առջևի,3,"17""",,,15.12.2020
Opel,Astra ,1584000,1999,180000  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,15.12.2020
Opel,Astra ,1296000,1999,267000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կարմիր,,,101,,,,,,,15.12.2020
Mercedes-Benz,C 180 ,2064000,2001,170000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,15.12.2020
Mercedes-Benz,E 320 ,2976000,2002,207300  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Ford,Transit ,4812960,2008,200000  կմ ,,,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,2.2,147,,,,,,950,15.12.2020
Toyota,Camry ,5856000,2013,121000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Սև,2.5,,4,Առջևի,4,"17""",,,15.12.2020
Toyota,Corolla ,3408000,2009,191000  մղոն ,XRS,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Lexus,IS 250 ,4560000,2010,160000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
VAZ(Lada),2106 ,816000,2001,1444  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,,,,,,,,,15.12.2020
Ford,Transit ,4800000,2002,200000  կմ ,Т 125,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,,,,,,,,,15.12.2020
Infiniti,FX35 ,6480000,2011,129000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Բեժ ,3.5,303,6,Ետևի,4,"18""",,,15.12.2020
Toyota,Alphard ,3456000,2004,76000  կմ ,FULL,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մոխրագույն,2.4,,,,,,,,15.12.2020
Lexus,GX 470 ,6576000,2004,250000  կմ ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Lexus,GX 470 ,6240000,2003,176000  մղոն ,4.7,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Mercedes-Benz,S 500 ,7200000,2006,99000  կմ ,LONG,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Chevrolet,Volt ,3408000,2016,41250  մղոն ,Չի մաքսազերծվում / Electric,Հետչբեք,Ավտոմատ,Ձախ,Հիբրիդ,Սև,Սև,1.5,,,Առջևի,,,,,15.12.2020
Kia,Optima ,3600000,2011,166000  մղոն ,2.4 GDI,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Hyundai,Sonata ,3120000,2011,103000  կմ ,2.4 GDI,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,2.4,196,1,Առջևի,4,"16""",,,15.12.2020
Nissan,Xterra ,4656000,2002,158000  մղոն ,3.3,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Մոխրագույն,3.3,170,6,Լիաքարշակ,4,"15""",,,15.12.2020
Opel,Astra ,1728000,2003,256000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,15.12.2020
Mercedes-Benz,E 320 ,2016000,1998,270000  կմ ,4 matic,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Toyota,Alphard ,4080000,2007,115000  կմ ,3 oc restarting,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Փոխված աջից ձախ,Բենզին,Սև,Բեժ ,3.0,,,Լիաքարշակ,5,"20""",,,15.12.2020
Kia,Sorento ,2736000,2006,165000  մղոն ,3.5 GAZ,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Բալագույն,,,,,,,,,,15.12.2020
Toyota,Rav 4 ,6528000,2017,32208  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,,,,,,,,,15.12.2020
Mercedes-Benz,ML 300 ,4320000,2005,150000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Opel,Zafira ,1968000,2003,185000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,15.12.2020
Ford,Fusion ,4416000,2014,85000  կմ ,2.5 SE Sport FULL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.5,,,,,"18""",,,15.12.2020
Toyota,Camry ,Պայ,2017,71000  կմ ,"ՇՏԱՊ,ՖՈՒԼ,ՀԵՂՈՒԿ ԳԱԶ,",Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,2.5,,,,4,,,,15.12.2020
Porsche,Cayenne ,10176000,2011,87000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,4.8,405,8,Լիաքարշակ,4,"19""",,,15.12.2020
Hyundai,Sonata ,3216000,2015,65912  մղոն ,SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
VAZ(Lada),2112 ,1200000,2007,230000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,15.12.2020
Land Rover,Range Rover Sport ,Պայ,2004,10  կմ ,"4x4,ՖՈՒԼ,ԳԱԶ 2,2, ԻԺԵԿՏՈՐ",Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,,4.4,,,Լիաքարշակ,4,,,,15.12.2020
Hyundai,Sonata ,3696000,2015,138248  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Hyundai,Sonata ,3696000,2015,67469  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,,,,,,,,,15.12.2020
Mitsubishi,Outlander ,3456000,2009,100000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Mercedes-Benz,C 240 ,2304000,2004,180000  կմ ,"ՇՏԱՊ,4matic,ՖՈՒԼ,Նոր է բերված",Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.4,,,Լիաքարշակ,4,,,,15.12.2020
Toyota,Corolla ,4848000,2018,50760  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,,,,,,,,,15.12.2020
Chevrolet,Cruze ,2976000,2011,75000  կմ ,1.8,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Toyota,Corolla ,4512000,2019,51303  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,,,,,,,,,15.12.2020
BMW,330 ,2256000,2002,305000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Այլ / Other,Այլ/Օther ,Պայ,1989,120000  կմ ,Gaz pidisyat 3,,Մեխանիկական,Ձախ,Դիզել,Կապույտ,,4.0,,,,,,,3 tona,15.12.2020
Mitsubishi,Airtrek ,2160000,2004,150000  կմ ,Outlander,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,15.12.2020
Kia,Forte ,4944000,2020,13354  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,4944000,2019,20329  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Kia,Forte ,5040000,2020,13017  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Hyundai,Tucson ,5808000,2016,46009  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,,,,,,,,,15.12.2020
Lexus,RX 350 ,15696000,2016,80000  կմ ,4Matic full,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Kia,Forte ,4368000,2019,33549  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Ford,Focus ,3648000,2013,70000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mercedes-Benz,CLS 350 ,6864000,2010,230000  կմ ,dizel,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Lexus,GX 460 ,18864000,2015,53000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,3648000,2017,93713  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Forte ,4032000,2018,46451  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Kia,Forte ,3792000,2018,35170  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Lexus,RX 350 F Sport ,21120000,2017,16000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Toyota,Camry ,3515000,2011,123456  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,4080000,2018,23249  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Kia,Forte ,3792000,2017,101390  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,15.12.2020
Mazda,6 ,7344000,2019,7803  մղոն ,TOURING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,15.12.2020
Kia,Forte ,4080000,2018,50725  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,3744000,2017,29194  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Kia,Forte ,3936000,2017,46284  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,15.12.2020
Kia,Forte ,3600000,2017,78893  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Forte ,3984000,2017,85885  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Kia,Forte ,3792000,2017,23656  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Շագանակագույն,,,,,,,,,,15.12.2020
Mazda,6 ,6240000,2017,66008  մղոն ,TOURING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Mazda,6 ,5664000,2017,44108  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mazda,6 ,4560000,2016,67513  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Mazda,6 ,5136000,2016,81110  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Mazda,6 ,5040000,2016,111043  մղոն ,TOURING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mazda,6 ,4896000,2016,122254  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Mazda,6 ,4560000,2016,114285  մղոն ,TOURING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Honda,Odyssey ,7680000,2010,135000  մղոն ,"ՇՏԱՊ,ՖՈՒԼ,Touring,8ՆՍՏԱՏԵՂ",Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,3.5,,6,,5,,,,15.12.2020
Mazda,6 ,4656000,2016,22879  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mazda,6 ,4416000,2015,72409  մղոն ,SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Mazda,CX5 ,8400000,2016,35000  մղոն ,Grant Touring,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,2.5,184,4,Լիաքարշակ,5,"19""",,,15.12.2020
BMW,X6 ,10080000,2010,120000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,15.12.2020
Kia,Forte ,2736000,2014,116752  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,2976000,2014,70683  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,15.12.2020
Kia,Forte ,2880000,2015,83040  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Kia,Forte ,2736000,2015,127989  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,15.12.2020
Kia,Forte ,2688000,2015,76766  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Kia,Forte ,2640000,2014,136578  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Forte ,3120000,2015,37330  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Forte ,2736000,2014,41327  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Honda,Fit ,2304000,2007,150  կմ ,Rs 1.5լ,Հետչբեք,Վարիատոր,Աջ,Բենզին,Սև,Սև,1.5,120,4,Առջևի,5,"16""",,,15.12.2020
BMW,525 ,720000,1990,400000  կմ ,"2,5",Սեդան,Մեխանիկական,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Honda,Elysion ,3624000,2010,136000  կմ ,3 LITR POLNI FOOL,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Toyota,Avalon ,4080000,2007,80000  մղոն ,LIMITED,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Մոխրագույն,3.5,,6,Առջևի,4,"17""",,,15.12.2020
